comment,rating,date,drug,url
blood sugar and feeling well ovrall.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/25/2013 3:57:29 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=4&sortby=3&conditionFilter=-1
I just learned that the diabetes drug Onglyza might be causing Pancreitic cancer.  I take 5mgs aday.  Iam calling my doctor next week for an appointment to discus this.,"{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 4.0}",3/15/2013 9:23:41 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=5&sortby=3&conditionFilter=-1
"No problems, just a huge fight between mt Doctor, and Insurance over cost of this medicatin. Very expensive.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",3/7/2013 4:49:21 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=5&sortby=3&conditionFilter=-1
No side effects and bs is stable now,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",2/1/2013 11:28:59 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=5&sortby=3&conditionFilter=-1
"Have been on this medication for almost one month.  Have not noticed any lowering of my blood sugars, but I have noticed an increase   in my heart rate...it is normally around 55-60 bpm...it is between 90 and 110 now","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",12/1/2012 5:52:07 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=5&sortby=3&conditionFilter=-1
"Have taken 8 days.  Extreme fatigue.  Bloated painful abdomen, swollen and hard.  The trots and lots of gas.  Have a fever and I feel like I have the flu.  Sugars are rising.  This stuff is poison!","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",8/7/2012 11:20:31 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=5&sortby=3&conditionFilter=-1
After a few months I lost weight! And my BS has dropped. I had difficulty taking Victoza and Glucophage so I am taking onglyza alone.,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 4.0}",8/4/2012 9:42:02 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=6&sortby=3&conditionFilter=-1
I have headaches in the morning blood sugar drops suddenly and it's too hard to bring it up again. I itch and have stomach problems.  Stopped taking this med and starting to feel better.  I have better control with insulin,"{'effectiveness': 2.0, 'ease of use': 5.0, 'satisfaction': 1.0}",7/15/2012 11:27:37 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=6&sortby=3&conditionFilter=-1
This medication has worked great forme!,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",7/9/2012 6:56:20 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=6&sortby=3&conditionFilter=-1
Isn't all that effective in lowering my blood sugar.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 2.0}",6/17/2012 3:17:18 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=6&sortby=3&conditionFilter=-1
"I was on this med as well as amaryl. It did not work for me. My legs hurt to the point where I had trouble walking. My vision became blurry. My blood sugar actually went up! I keep my carbs to about 150 a day. even tho I'm not taking it any longer, my legs still cramp and twitch.","{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",5/30/2012 12:30:49 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=6&sortby=3&conditionFilter=-1
Been taking Onglyza about 3 months. Has lowered my reading to acceptable levels. But I have to count carbs. And watch everything I eat. So I don't eat too much or the wrong things. Haven't noticed any side effects. Except for a stuff nose some. And have had a few leg cramps but not on a regular basis. Will probably continue to take this medicine. As I have tried 2 other medicine's. And they tend to lower my sugar too low too fast. And I can't stand the low sugar shakes.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 5.0}",5/4/2012 6:54:44 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=7&sortby=3&conditionFilter=-1
"Have many of the same side effects as listed with others. But in addition to went to the eye doctor for a checkup. She sent me from there right to my own GP to have me taken off this medicine. She is also sending  me go to a eye specialist, she fears I may have suffered vision loss or even damage to left eye.","{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 2.0}",4/11/2012 9:03:57 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=7&sortby=3&conditionFilter=-1
"In less than one week, my sugars had moved down to mostly the 80-90 range at any given time of the day or night.  My skin is so much softer and I feel great.  My fasting sugar in morning is usually below 105 everyday--am so pleased.  No problems healthwise noted at this point.  Have been taking Onglyza for 5 weeks now and very pleased.  Also take small dosage of Metformin and Amaryl.  Blood pressure is good also.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",1/19/2012 5:12:39 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=7&sortby=3&conditionFilter=-1
"I have been on onglyza for two years now. It has not brought my sugers down enough to really be worth the pain.   I have told the Doctor that I hurt all over. I hurt bad in my lower stomach. She wouldn't take me off of it so two months ago I stopped taking it. I hurt even worse now. I guess my body is in shock or something. It's so bad I ach all over and have trouble getting up even walking is difficult. I havent told my doctor yet, but I'm sure she will tell me to start taking it again. I don't know how much more I can deal with the pain. I wish I had never been put on this medication. Is there any hope for me or am I going to have to live this way from now on?","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",1/4/2012 10:46:53 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=7&sortby=3&conditionFilter=-1
"Tried it for a couple of days and thought I had the flu, so stopped until I felt better - about a week.  Then took one pill.  Blood pressure and sugar both sky-rocketed.  Had debilitating headache similar to migraine that wouldn't go away, I felt like I had been poisoned.  ","{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",12/16/2011 11:39:59 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=7&sortby=3&conditionFilter=-1
Increased my blood sugar readings. I felt bloated. Stopped using after 1& 1/2 week.,"{'effectiveness': 1.0, 'ease of use': 5.0, 'satisfaction': 1.0}",12/7/2011 11:59:49 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=8&sortby=3&conditionFilter=-1
"Taking this drug with Metformin.  Sugar levels in morning higher than usual, havent seen any benefits.  Was placed on this to lower agi levels but dont see this happening.  Going back to dr to review.","{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 1.0}",12/5/2011 6:11:35 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=8&sortby=3&conditionFilter=-1
"I was taking Onglyza 5mg for 2 months after I had to stop Januvia due to overall itching with no rash.  Took Januvia for 2 years, couldn't figure out the itching.  Within 2 weeks of starting the Onglyza, my itching returned, only much worse.  I had breaks in the skin from scratching.  It did lower my levels, but could no longer stand the itching, as it affected my ability to sleep without taking an antihistamine nightly.  Also, experienced increase in hair loss, which I was already battling.  It was not worth it.  Onglyza lowered my quality of life.","{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 1.0}",11/14/2011 1:40:45 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=8&sortby=3&conditionFilter=-1
"Not very satisfied.  This drug caused my blood sugars to stay higher than normal (not excessive).  Worked for about 2 weeks, then didn't really help after that.  Actually caused severe mood swings among other things.  Not very satisfied.  Started on insulin while on Onglyza and am finding that I don't need the Onglyza and my blood sugar is actually lower since I have stopped taking Onglyza.  Would recommend if you're not on insulin, but if you're on insulin, you really don't need this.  The side effects are good great to outweigh the benefits.","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",11/1/2011 1:16:34 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=8&sortby=3&conditionFilter=-1
"Been on this pill for 4 days.  I am very satified with my morning readings...came down from 150-185 to today 99.  However, have terrible hearburn and reflux.  Stomach feels sore when I eat something.  Will continue using and see if the side effects go away.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/28/2011 10:10:42 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=8&sortby=3&conditionFilter=-1
"I have only been taking since 9/26/11. Have noticed distended abdomen, foul tasting gas when burping uncontrollably. Then the vomiting and diarea started. Side effects not worth the small benefit.","{'effectiveness': 2.0, 'ease of use': 5.0, 'satisfaction': 1.0}",10/3/2011 2:58:21 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=9&sortby=3&conditionFilter=-1
"Take Metformin plus started Onglyza for three months now; IT DOES NOTHING TO HELP.  Reading first thing in morning even higher than usual.
Too expensive -- also -- stop taking it.","{'effectiveness': 1.0, 'ease of use': 3.0, 'satisfaction': 1.0}",9/25/2011 8:25:11 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=9&sortby=3&conditionFilter=-1
Better than Januvia,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 5.0}",7/28/2011 1:20:00 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=9&sortby=3&conditionFilter=-1
Only thing keeping me off insulan great pill just a bit pricey.  ,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",7/19/2011 9:50:22 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=9&sortby=3&conditionFilter=-1
"I took this for 1 month with my other diabetes meds upon dr. request.  I immediately noticed that I was having some side effects (headache, stuffy nose).  I called my dr. who wanted me to keep trying it.  I continually got worse.  After 4 weeks, i called the dr. back.  He took me off Onglyza but wanted me to try Junivia.  This was over a week ago & I have not tried the new med because I have been so sick.....upper respiratory problem turned into chest congestion like none other!!  I have never had anything like this so I think the Onglyza has caused this.","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 1.0}",7/14/2011 11:49:05 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=9&sortby=3&conditionFilter=-1
Was on this drug for 3 mo's. Started to itch and it got worse. After3 mo's I developed rash on arms and belly. Stopped taking drug and rash And itch disappered.,"{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",7/8/2011 1:29:20 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=10&sortby=3&conditionFilter=-1
"I started taking Onglyza in 12-2010 and my fasting blood glucose levels have gone down about 30 points.  I have to be very careful in the P.M. because my glucose level tend to dip very low.  I am also on Metformin 500X2,glipizide 5mgx2, long-acting insulin 18 units daily.  The one side effect I have notices is frequent upper respiratory infections.  Other than that the drug has worked real well for me. ","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",6/14/2011 4:13:20 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=10&sortby=3&conditionFilter=-1
"since i have started this medication i have had alot of episodes of low blood sugar, and i can't seem to get my sugar to go up. i also take 1000mg of metformin twice a day. my a1c is 5.8. i wonder if i need this onglyza still. ","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 2.0}",6/1/2011 11:52:19 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=10&sortby=3&conditionFilter=-1
This medication is awful.  It made my glucose go so low that I was in diabetic shock.  Never again!!! That was from just a half of a pill on day one. ,"{'effectiveness': 1.0, 'ease of use': 2.0, 'satisfaction': 1.0}",5/4/2011 2:42:50 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=10&sortby=3&conditionFilter=-1
"30 days use.  Swelling --hands,feet,legs. Have stomach pain,night sweats,leg pain and headaches.   So lethargic, I Thought I might have to quit my job. Stopping the drug.  Taken with 1000mg metformin at bedtime. Did lower sugar in morning, but not worth it.","{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 1.0}",4/21/2011 8:32:38 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=11&sortby=3&conditionFilter=-1
"I have been on Onglyza for 2 weeks.....I have Dawn Phenomen Diabetes, meaning my surgar goes up during the night when I sleep and during the day decreases. My morning readings decreased  by 20 pts.  A possible side effect that I need to get information on is that I am feeling DEPRESSED AND ANXIOUS.  I am lethargic and lack ambition.  I take Onglyza in the morning.  Today I stopped Onglyza because I want energy without anxiety and depression which is a horrible feeling...I am beginning to feel 'numb'...I am on no other medication...I cannot contact Onglyza by phone which is a great disappointment.","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 3.0}",4/15/2011 6:35:28 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=11&sortby=3&conditionFilter=-1
People's bodies work diffrently with this drug but If you feel any sever side effects like I did with Onglyza do not wait and call your Doctor right way. ,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",3/28/2011 9:03:39 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=11&sortby=3&conditionFilter=-1
"I have high sugar readings in the morning and taking Onglyza greatly improved my levels in the morning and during the day.  I also take Amaryl in the morning and after dinner. I was doing great on the drug up to about one month later.  I developed pain in my knees at first.  Then it progressed to my upper thighs and calves.  I literally could not walk.  The pain was so bad that I could not sleep and there was nothing to help alleviate the pain.
  I thought that maybe, I had sciatica or some form of arthritis. I was also on Crestor and I thought that my leg cramps might be caused by that medication.  I stopped the Crestor and the pains got worse.  I got to the point that I was crying. I finally decided that I must come off of this horrible medication and without doctor's orders, I did.  After about two days, my pain has improved and I can finally I can finally walk and function again.  I will have to notify my doctor of my action and I will never take this medication again.  It is very expensive and I would rather die than take this medication again. ","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 1.0}",3/6/2011 1:34:33 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=11&sortby=3&conditionFilter=-1
This medication is really bad for me.  The side effects that it has caused to me are terrible! It should be ilegal to sell a medication like this.,"{'effectiveness': 1.0, 'ease of use': 2.0, 'satisfaction': 1.0}",2/18/2011 12:33:02 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=12&sortby=3&conditionFilter=-1
"If you take Coumadin or another blood thinner you should never take Onglyza. It has a dramatically adverse effect on your Coumadin levels and the Coumadin seems to destroy any positive effect the Onglyza has on blood sugar levels. After a month on Onglyza, with no other changes in diet or medication, my Coumadin levels were at historic lows. 2 weeks after stopping Onglyza the Coumadin level was back to normal and blood sugar was improved","{'effectiveness': 1.0, 'ease of use': 3.0, 'satisfaction': 1.0}",2/10/2011 3:43:44 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=12&sortby=3&conditionFilter=-1
"I've been on this med for approx. 2 weeks now. I was afraid at first from all of the negative comments I read.  However, this has been the best thing for me.   My numbers have improved tremendously.  I've had no problems and will continue to use it.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",2/3/2011 1:33:17 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=12&sortby=3&conditionFilter=-1
I took ongliza a few days and feel asleep within a few hours of taking it. I was too grogy to drive or do much of anything except sleep. It did not seem to help my blood sugar level ,"{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",1/29/2011 3:54:52 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=12&sortby=3&conditionFilter=-1
"After taking Onglyza for 5 weeks my morning blood sugar improved from 250 to 145.  However, I also became alergic with swelling and irritation in the mouth.  I currently take Metformin 1000 x 2 a day and am exploring other medications with my doctor to better control my morning blood sugar.","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 1.0}",1/19/2011 11:23:50 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=13&sortby=3&conditionFilter=-1
"I have been taking this for last 3 weeks. For the first time I saw my # in morning go to 110 range. I always have been seeing it around 150-180.  But then it again jump back to 190 now so I am not seeing lots if improvement. Might give a try for another week.  I am taking glimeperide 5mg and metforming 1000 mg twice a day and started Onglyza. One symptom I am feeling is heart burn and acid reflux started this week, 3 rd week on onglyza.","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 2.0}",12/31/2010 10:24:33 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=13&sortby=3&conditionFilter=-1
"Ditched ACTOS 6 mos ago, and started Onglyza.  My morning surgars are down from avg 225 to 120.  Have experienced tingling in both hands in last month.  No feet issues.  I take 1000mg metformin am and pm.  get my 6 mo A1C next week.  We shall see positive trend.  Difficult to lose weight despite heavy physical activity.  ","{'effectiveness': 4.0, 'ease of use': 3.0, 'satisfaction': 5.0}",12/27/2010 9:01:05 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=13&sortby=3&conditionFilter=-1
"I have been on Onglyza for about a week; and I have noticed that my blood sugars are at an acceptable range. I'am very much pleased with this medication and its effectiveness. My medical ins. takes care of most of the cost, I only pay $9.00 for 30 pills.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",12/17/2010 5:08:29 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=13&sortby=3&conditionFilter=-1
"Taken since 3/2010 with Metformin 500 am - 1000 at dinner, Lantus 14 units at bed. Lowered my am readings from 180+ to 120 providing I don’t eat late at night. No side effects noticed except: possible strange vivid dreams. Will talk to Dr. about this. No weight or appetite loss. Over all, very satisfied with this med.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",12/9/2010 2:10:06 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=14&sortby=3&conditionFilter=-1
"Was experiencing morning highs around 220-280, After started Onglyza, my morning readings are 100-117.  I feel so much better!","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",12/7/2010 4:21:46 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=14&sortby=3&conditionFilter=-1
i have been on this medication for about 2 weeks now and it seems to be helping lower my blood sugars the only thing it is very costly and i don't think i can afford to but it other than that it is great,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 3.0}",11/27/2010 7:21:41 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=14&sortby=3&conditionFilter=-1
"Been taking Onglyza 5mg for one week along with Metformin 1000mg am and 1000mg pm. Noticable decline in glucose levels, however experiencing headaches,dry mouth, sleepleness, very lethargic, and loss of appetite resulting in 5lb weight loss in 1 week. Although the weight loss could be an added benefit in long term control of glucose levels. Hopeing the othe side effects deminish over time.","{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 3.0}",11/12/2010 7:17:12 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=14&sortby=3&conditionFilter=-1
I had trouble getting my sugar down. So asked my Dr to try it. It really works well for my type 2 diabetes.Mornings my sugar would spike.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/13/2010 4:24:20 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=15&sortby=3&conditionFilter=-1
"My husband was diagnosed by our General Doctor as type2, but the tests has come back as type 1.  He has been taking Onglyza, and it reduced his sugar from 400-500 to 100-120.  If this doesn't continue to help, he was told his only logical option will be insulin.  So far, so good.  ","{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 4.0}",10/10/2010 11:56:16 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=15&sortby=3&conditionFilter=-1
Started Onglyza with Metformin and another med after I had to stop Actos.  Onglyza is very expensive med and doesn't seem to work at all for me.  I stll have high morning fasting blood sugar readings....same as I had when I stopped Actos.  Seems to be of no help.   ,"{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",10/2/2010 7:17:18 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=15&sortby=3&conditionFilter=-1
"i've just recently started this drug and have noticed that i am bloated and have indigestion after meals, and have noticed excessive body heat, sweats.","{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 3.0}",9/28/2010 2:59:18 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=15&sortby=3&conditionFilter=-1
"I am not sure if the problems I'm having are from taking this drug.  Started taking it about the same time I began having difficulty sleeping, dry mouth, lethargic, endema in legs and aching all over my body.","{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 2.0}",9/22/2010 12:20:24 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=15&sortby=3&conditionFilter=-1
Maybe my review is a bit premature but I just started taking this medication last week. The day after I started taking it I began to feel extremely lethargic and began running a low-grade fever (99-100) off and on. Feeling bad in general. I take 1 Onglyza with 1 750 Metformin in the AM and then 1 Metformin 750 at night. My levels have come down some but not significantly enough where I'd like them. Maybe I just haven't given it time. I could just have a UTI or something but the coincidence is strange. Giving it a few more days and then I'm calling dr. I've lost about 18 lbs recently - don't have the sweet cravings mentioned but I have NO energy to exercise which is not good!,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 3.0}",9/20/2010 10:49:21 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=16&sortby=3&conditionFilter=-1
I have daily headaches since starting this medication.  I also have had intense cravings for sweets and have gained 5 pounds in the 7 weeks I have taken Onglyza.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 2.0}",9/14/2010 4:05:27 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=16&sortby=3&conditionFilter=-1
"Alert: Acute Lymphocyctic Leukemia - developed within 2 months after adding Onglyza to Meformin. (chance of ALL development in age group - 1 in 100,000). May 16, 2010 - Subject 55 yr old, healthy type 2 DM - Blood work WNL, Platelets of 258,000, Lymphs 25 %. May 26, 2010 - Onglyza added to Metformin. As of July 22, 2010 - Platlets: 36,000, Lymphs: 49%. Development of ACute Lymphocytic Leukemia (ALL). Suggest cautiona and close monitoring of CBC when adding Onglyza to Metformin.Per Bristol Meyers Squibb - in phase 3 study when Onglyza was added to Metformin - patient developed a "" lymphoprolferative disorder"" - type not specfied. The devlopment of Acute Lymphocytic Leukemia in 55 yr old type 2 DM (duration of DM x 2 years) reported to FDA Medwatch and reported to Bristol Meyer Squibb. Effect of Onlglyza on Lymph system not well described in prescribing information. Per Bristo Meyers Squibb - there was a dose -related mean decrease in lymphocyte count observed with Onglyza. Suggested lymhocyte count should be measured in setting of ususal or prolonged infection. More recent prescribing guidelines appear minimal and do not address changes in lymphs. Please research, review and monitor patients closely. Any acute leukemia development after adding Onglyza to Metformin? Any changes in Platelets/Lymps/CBC?P","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",9/1/2010 12:06:57 AM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=16&sortby=3&conditionFilter=-1
"My sugar levels have come down, some since on Onglyza but I've had lower left side abdominal pain, every night and finally, noticed it is a symptom. I don't feel it is worth taking, with this pain and I've also noticed hair loss but could be from another med, I started near the same time. I am going off it and hope to find something that lowers without causing a worse problem. None of this was explained to be, prior to my starting Onglyza. Would NOT recommend! Worried about this pain. Never had it before and also, I've felt very warm in the mornings. ","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",8/23/2010 9:17:44 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=16&sortby=3&conditionFilter=-1
"severe stomach cramps and gas, stomach distended and hard.","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 1.0}",8/6/2010 5:02:44 PM,Onglyza oral,https://www.webmd.com/drugs/drugreview-152753-Onglyza-oral.aspx?drugid=152753&drugname=Onglyza-oral&pageIndex=16&sortby=3&conditionFilter=-1
